2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: CheKovLogger started
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: BAM-File: '/Users/dboehm/Downloads/Ot3200/Ot3200_Rerun_Petra.Stoebe_300-520_hEx-NV2_100X_07232012-reads-index47_TCGAAG_L001_R1_001.fastq_MERGED.marked.realigned.fixed.recal.bam'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: BED-File: '/Users/dboehm/Downloads/ROI/HPS/HPS_Intervals_CDS_UCSC_wided30_merged.bed'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: Reference-File: '/Users/dboehm/Downloads/BIN/reference_DB/NCBI_GRCh37.fa'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: Outfile: '/Users/dboehm/Downloads/Ot3200/Ot3200_out.txt'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: missed-File: '/Users/dboehm/Downloads/Ot3200/Ot3200_missed.bed'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: Homopolymer-File: '/Users/dboehm/Downloads/Ot3200/Ot3200_homo.bed'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: UnderOutFile:'/Users/dboehm/Downloads/Ot3200/Ot3200_under20.bed'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: UnderCovCutOffValue:'30'
2013-Mrz-72 08:14:04 INFO  [main] algorithm.CheKov: IntervalList made ....111 in 0.012665 s
2013-Mrz-72 08:19:04 INFO  [main] algorithm.CheKov: 30,000,000 0 30,000,000 13.00 s  360,179 alteredNucleotidePositionsEntries
2013-Mrz-72 08:19:17 INFO  [main] algorithm.CheKov: 31,000,000 0 31,000,000 13.03 s  372,605 alteredNucleotidePositionsEntries
2013-Mrz-72 08:19:29 INFO  [main] algorithm.CheKov: 32,000,000 0 32,000,000 12.46 s  384,508 alteredNucleotidePositionsEntries
2013-Mrz-72 08:19:43 INFO  [main] algorithm.CheKov: 33,000,000 0 33,000,000 13.49 s  397,147 alteredNucleotidePositionsEntries
2013-Mrz-72 08:19:56 INFO  [main] algorithm.CheKov: 34,000,000 0 34,000,000 13.12 s  409,258 alteredNucleotidePositionsEntries
2013-Mrz-72 08:20:09 INFO  [main] algorithm.CheKov: 35,000,000 0 35,000,000 12.76 s  421,827 alteredNucleotidePositionsEntries
2013-Mrz-72 08:20:22 INFO  [main] algorithm.CheKov: 36,000,000 0 36,000,000 13.07 s  434,388 alteredNucleotidePositionsEntries
2013-Mrz-72 08:20:35 INFO  [main] algorithm.CheKov: 37,000,000 0 37,000,000 12.69 s  446,907 alteredNucleotidePositionsEntries
2013-Mrz-72 08:20:47 INFO  [main] algorithm.CheKov: 38,000,000 0 38,000,000 12.38 s  458,451 alteredNucleotidePositionsEntries
2013-Mrz-72 08:21:00 INFO  [main] algorithm.CheKov: 39,000,000 0 39,000,000 12.66 s  470,101 alteredNucleotidePositionsEntries
2013-Mrz-72 08:21:13 INFO  [main] algorithm.CheKov: 40,000,000 0 40,000,000 12.94 s  482,748 alteredNucleotidePositionsEntries
2013-Mrz-72 08:21:25 INFO  [main] algorithm.CheKov: 41,000,000 0 41,000,000 12.90 s  495,286 alteredNucleotidePositionsEntries
2013-Mrz-72 08:21:39 INFO  [main] algorithm.CheKov: 42,000,000 0 42,000,000 13.05 s  507,182 alteredNucleotidePositionsEntries
2013-Mrz-72 08:21:52 INFO  [main] algorithm.CheKov: 43,000,000 0 43,000,000 13.12 s  519,810 alteredNucleotidePositionsEntries
2013-Mrz-72 08:22:04 INFO  [main] algorithm.CheKov: 44,000,000 0 44,000,000 12.79 s  531,969 alteredNucleotidePositionsEntries
2013-Mrz-72 08:22:17 INFO  [main] algorithm.CheKov: 45,000,000 0 45,000,000 12.65 s  543,367 alteredNucleotidePositionsEntries
2013-Mrz-72 08:22:30 INFO  [main] algorithm.CheKov: 46,000,000 0 46,000,000 12.86 s  555,311 alteredNucleotidePositionsEntries
2013-Mrz-72 08:22:43 INFO  [main] algorithm.CheKov: 47,000,000 0 47,000,000 12.59 s  568,257 alteredNucleotidePositionsEntries
2013-Mrz-72 08:22:56 INFO  [main] algorithm.CheKov: 48,000,000 0 48,000,000 13.44 s  579,162 alteredNucleotidePositionsEntries
2013-Mrz-72 08:23:08 INFO  [main] algorithm.CheKov: 49,000,000 0 49,000,000 12.50 s  588,928 alteredNucleotidePositionsEntries
2013-Mrz-72 08:23:21 INFO  [main] algorithm.CheKov: 50,000,000 0 50,000,000 12.93 s  600,676 alteredNucleotidePositionsEntries
2013-Mrz-72 08:23:34 INFO  [main] algorithm.CheKov: 51,000,000 0 51,000,000 12.94 s  612,970 alteredNucleotidePositionsEntries
2013-Mrz-72 08:23:47 INFO  [main] algorithm.CheKov: 52,000,000 0 52,000,000 12.71 s  624,910 alteredNucleotidePositionsEntries
2013-Mrz-72 08:24:00 INFO  [main] algorithm.CheKov: 53,000,000 0 53,000,000 12.69 s  636,519 alteredNucleotidePositionsEntries
2013-Mrz-72 08:24:13 INFO  [main] algorithm.CheKov: 54,000,000 0 54,000,000 12.79 s  648,443 alteredNucleotidePositionsEntries
2013-Mrz-72 08:24:26 INFO  [main] algorithm.CheKov: 55,000,000 0 55,000,000 13.03 s  660,353 alteredNucleotidePositionsEntries
2013-Mrz-72 08:24:38 INFO  [main] algorithm.CheKov: 56,000,000 0 56,000,000 12.66 s  672,079 alteredNucleotidePositionsEntries
2013-Mrz-72 08:24:51 INFO  [main] algorithm.CheKov: 57,000,000 0 57,000,000 12.87 s  684,113 alteredNucleotidePositionsEntries
2013-Mrz-72 08:25:04 INFO  [main] algorithm.CheKov: 58,000,000 0 58,000,000 12.78 s  695,851 alteredNucleotidePositionsEntries
2013-Mrz-72 08:25:17 INFO  [main] algorithm.CheKov: 59,000,000 0 59,000,000 13.03 s  707,991 alteredNucleotidePositionsEntries
2013-Mrz-72 08:25:30 INFO  [main] algorithm.CheKov: 60,000,000 0 60,000,000 13.14 s  721,110 alteredNucleotidePositionsEntries
2013-Mrz-72 08:25:44 INFO  [main] algorithm.CheKov: 61,000,000 0 61,000,000 13.87 s  734,081 alteredNucleotidePositionsEntries
2013-Mrz-72 08:25:58 INFO  [main] algorithm.CheKov: 62,000,000 0 62,000,000 13.67 s  746,445 alteredNucleotidePositionsEntries
2013-Mrz-72 08:26:11 INFO  [main] algorithm.CheKov: 63,000,000 0 63,000,000 13.14 s  758,651 alteredNucleotidePositionsEntries
2013-Mrz-72 08:26:24 INFO  [main] algorithm.CheKov: 64,000,000 0 64,000,000 13.75 s  771,102 alteredNucleotidePositionsEntries
2013-Mrz-72 08:26:37 INFO  [main] algorithm.CheKov: 65,000,000 0 65,000,000 12.57 s  782,442 alteredNucleotidePositionsEntries
2013-Mrz-72 08:26:50 INFO  [main] algorithm.CheKov: 66,000,000 0 66,000,000 12.54 s  793,292 alteredNucleotidePositionsEntries
2013-Mrz-72 08:27:02 INFO  [main] algorithm.CheKov: 67,000,000 0 67,000,000 12.74 s  804,937 alteredNucleotidePositionsEntries
2013-Mrz-72 08:27:15 INFO  [main] algorithm.CheKov: 68,000,000 0 68,000,000 13.13 s  817,554 alteredNucleotidePositionsEntries
2013-Mrz-72 08:27:28 INFO  [main] algorithm.CheKov: 69,000,000 0 69,000,000 12.34 s  828,363 alteredNucleotidePositionsEntries
2013-Mrz-72 08:27:40 INFO  [main] algorithm.CheKov: 70,000,000 0 70,000,000 12.45 s  840,751 alteredNucleotidePositionsEntries
2013-Mrz-72 08:27:53 INFO  [main] algorithm.CheKov: 71,000,000 0 71,000,000 12.94 s  853,417 alteredNucleotidePositionsEntries
2013-Mrz-72 08:28:06 INFO  [main] algorithm.CheKov: 72,000,000 0 72,000,000 12.48 s  864,748 alteredNucleotidePositionsEntries
2013-Mrz-72 08:28:18 INFO  [main] algorithm.CheKov: 73,000,000 0 73,000,000 12.08 s  875,290 alteredNucleotidePositionsEntries
2013-Mrz-72 08:28:31 INFO  [main] algorithm.CheKov: 74,000,000 0 74,000,000 12.79 s  887,155 alteredNucleotidePositionsEntries
2013-Mrz-72 08:28:44 INFO  [main] algorithm.CheKov: 75,000,000 0 75,000,000 13.06 s  900,045 alteredNucleotidePositionsEntries
2013-Mrz-72 08:28:57 INFO  [main] algorithm.CheKov: 76,000,000 0 76,000,000 13.52 s  912,467 alteredNucleotidePositionsEntries
2013-Mrz-72 08:29:10 INFO  [main] algorithm.CheKov: 77,000,000 0 77,000,000 12.83 s  926,053 alteredNucleotidePositionsEntries
2013-Mrz-72 08:29:23 INFO  [main] algorithm.CheKov: 78,000,000 0 78,000,000 12.57 s  939,249 alteredNucleotidePositionsEntries
2013-Mrz-72 08:29:35 INFO  [main] algorithm.CheKov: 79,000,000 0 79,000,000 12.07 s  950,953 alteredNucleotidePositionsEntries
2013-Mrz-72 08:29:47 INFO  [main] algorithm.CheKov: 80,000,000 0 80,000,000 12.69 s  962,803 alteredNucleotidePositionsEntries
2013-Mrz-72 08:30:01 INFO  [main] algorithm.CheKov: 81,000,000 0 81,000,000 13.20 s  975,663 alteredNucleotidePositionsEntries
2013-Mrz-72 08:30:14 INFO  [main] algorithm.CheKov: 82,000,000 0 82,000,000 13.49 s  990,035 alteredNucleotidePositionsEntries
2013-Mrz-72 08:30:26 INFO  [main] algorithm.CheKov: 83,000,000 0 83,000,000 12.47 s  1,001,705 alteredNucleotidePositionsEntries
2013-Mrz-72 08:30:41 INFO  [main] algorithm.CheKov: 84,000,000 0 84,000,000 14.20 s  1,014,818 alteredNucleotidePositionsEntries
2013-Mrz-72 08:30:59 INFO  [main] algorithm.CheKov: 85,000,000 0 85,000,000 18.22 s  1,026,697 alteredNucleotidePositionsEntries
2013-Mrz-72 08:31:16 INFO  [main] algorithm.CheKov: 86,000,000 0 86,000,000 16.86 s  1,036,327 alteredNucleotidePositionsEntries
2013-Mrz-72 08:31:34 INFO  [main] algorithm.CheKov: 87,000,000 0 87,000,000 18.36 s  1,047,562 alteredNucleotidePositionsEntries
2013-Mrz-72 08:31:52 INFO  [main] algorithm.CheKov: 88,000,000 0 88,000,000 17.98 s  1,058,567 alteredNucleotidePositionsEntries
2013-Mrz-72 08:32:01 INFO  [main] algorithm.CheKov: 89,000,000 0 89,000,000  8.73 s  1,063,809 alteredNucleotidePositionsEntries
2013-Mrz-72 08:32:05 INFO  [main] algorithm.CheKov: 90,000,000 0 90,000,000  3.67 s  1,063,809 alteredNucleotidePositionsEntries
2013-Mrz-72 08:32:08 INFO  [main] algorithm.CheKov: 91,000,000 0 91,000,000  3.98 s  1,063,809 alteredNucleotidePositionsEntries
2013-Mrz-72 08:32:13 INFO  [main] algorithm.CheKov: 92,000,000 0 92,000,000  4.09 s  1,063,809 alteredNucleotidePositionsEntries
